id,company,ticker,industry,difficulty,category,concept,question,answer,answer_formatted,answer_type,formal_program,computation_trace,variables_used,periods_used
QA-00519,BluePeak Resources,BR,Large-cap Technology,5,liquidity,did_current_ratio_improve,"Did the current ratio get better from 2022 to 2023, and by how much?",True,Yes,boolean,"compare_gt(current_ratio(2023), current_ratio(2022))","current_ratio(2022)=1.7756, current_ratio(2023)=2.5387, improved=True, change=0.7631",total_current_assets|total_current_liabilities,2022|2023
QA-00520,BluePeak Resources,BR,Large-cap Technology,5,cash_flow,change_in_fcf_margin,How did BluePeak Resources's free cash flow margin change from 2022 to 2023?,-0.0465,-0.0465,ratio_change,"diff(ratio(diff(cash_from_operations, capital_expenditures), total_revenue, 2023), ratio(diff(cash_from_operations, capital_expenditures), total_revenue, 2022))",FCF_margin(2023) - FCF_margin(2022) = 0.2183 - 0.2648 = -0.0465,cash_from_operations|capital_expenditures|total_revenue,2022|2023
QA-00521,Quantum Bridge Holdings,QBH,Financial Services,1,lookup,,What was the stock-based compensation in 2022?,2442.0,"$2,442 million",monetary,"get_value(stock_based_compensation, 2022)",stock_based_compensation(2022) = 2442.0,stock_based_compensation,2022
QA-00522,Quantum Bridge Holdings,QBH,Financial Services,1,lookup,,What was the share repurchases in 2022?,6260.0,"$6,260 million",monetary,"get_value(share_repurchases, 2022)",share_repurchases(2022) = 6260.0,share_repurchases,2022
QA-00523,Quantum Bridge Holdings,QBH,Financial Services,1,lookup,,"According to the 2024 financial statements, what was the operating income?",44683.0,"$44,683 million",monetary,"get_value(operating_income, 2024)",operating_income(2024) = 44683.0,operating_income,2024
QA-00524,Quantum Bridge Holdings,QBH,Financial Services,1,lookup,,"According to the 2024 financial statements, what was the cost of goods sold?",12005.0,"$12,005 million",monetary,"get_value(cost_of_goods_sold, 2024)",cost_of_goods_sold(2024) = 12005.0,cost_of_goods_sold,2024
QA-00525,Quantum Bridge Holdings,QBH,Financial Services,1,lookup,,What was the current deferred revenue in 2022?,5249.0,"$5,249 million",monetary,"get_value(deferred_revenue_current, 2022)",deferred_revenue_current(2022) = 5249.0,deferred_revenue_current,2022
QA-00526,Quantum Bridge Holdings,QBH,Financial Services,1,lookup,,What was the retained earnings in 2023?,22979.0,"$22,979 million",monetary,"get_value(retained_earnings, 2023)",retained_earnings(2023) = 22979.0,retained_earnings,2023
QA-00527,Quantum Bridge Holdings,QBH,Financial Services,1,lookup,,What was the total liabilities in 2024?,58840.0,"$58,840 million",monetary,"get_value(total_liabilities, 2024)",total_liabilities(2024) = 58840.0,total_liabilities,2024
QA-00528,Quantum Bridge Holdings,QBH,Financial Services,1,lookup,,What was Quantum Bridge Holdings's interest expense as of 2023?,899.0,$899.00 million,monetary,"get_value(interest_expense, 2023)",interest_expense(2023) = 899.0,interest_expense,2023
QA-00529,Quantum Bridge Holdings,QBH,Financial Services,1,lookup,,How much did Quantum Bridge Holdings report for net income in fiscal year 2022?,21804.0,"$21,804 million",monetary,"get_value(net_income, 2022)",net_income(2022) = 21804.0,net_income,2022
QA-00530,Quantum Bridge Holdings,QBH,Financial Services,1,lookup,,"According to the 2024 financial statements, what was the total stockholders' equity?",21695.0,"$21,695 million",monetary,"get_value(total_stockholders_equity, 2024)",total_stockholders_equity(2024) = 21695.0,total_stockholders_equity,2024
QA-00531,Quantum Bridge Holdings,QBH,Financial Services,2,change,,What was the year-over-year change in Quantum Bridge Holdings's net income from 2023 to 2024?,11877.0,"$11,877 million",monetary,"diff(get_value(net_income, 2024), get_value(net_income, 2023))",net_income(2024) - net_income(2023) = 34756.0 - 22879.0 = 11877.0,net_income,2023|2024
QA-00532,Quantum Bridge Holdings,QBH,Financial Services,2,change,,What was the year-over-year change in Quantum Bridge Holdings's operating income from 2023 to 2024?,13658.0,"$13,658 million",monetary,"diff(get_value(operating_income, 2024), get_value(operating_income, 2023))",operating_income(2024) - operating_income(2023) = 44683.0 - 31025.0 = 13658.0,operating_income,2023|2024
QA-00533,Quantum Bridge Holdings,QBH,Financial Services,2,change,,What was the change in cash and cash equivalents from 2023 to 2024?,-4603.0,"$-4,603 million",monetary,"diff(get_value(cash_and_equivalents, 2024), get_value(cash_and_equivalents, 2023))",cash_and_equivalents(2024) - cash_and_equivalents(2023) = 10151.0 - 14754.0 = -4603.0,cash_and_equivalents,2023|2024
QA-00534,Quantum Bridge Holdings,QBH,Financial Services,2,change,,By how much did long-term debt increase or decrease between 2023 and 2024?,-25272.0,"$-25,272 million",monetary,"diff(get_value(long_term_debt, 2024), get_value(long_term_debt, 2023))",long_term_debt(2024) - long_term_debt(2023) = 24723.0 - 49995.0 = -25272.0,long_term_debt,2023|2024
QA-00535,Quantum Bridge Holdings,QBH,Financial Services,2,change,,How did gross profit change from fiscal year 2023 to 2024?,9865.0,"$9,865 million",monetary,"diff(get_value(gross_profit, 2024), get_value(gross_profit, 2023))",gross_profit(2024) - gross_profit(2023) = 67643.0 - 57778.0 = 9865.0,gross_profit,2023|2024
QA-00536,Quantum Bridge Holdings,QBH,Financial Services,2,change,,What was the year-over-year change in Quantum Bridge Holdings's total liabilities from 2023 to 2024?,-57393.0,"$-57,393 million",monetary,"diff(get_value(total_liabilities, 2024), get_value(total_liabilities, 2023))",total_liabilities(2024) - total_liabilities(2023) = 58840.0 - 116233.0 = -57393.0,total_liabilities,2023|2024
QA-00537,Quantum Bridge Holdings,QBH,Financial Services,2,ratio,,What percentage of total revenue was accounts receivable in 2022?,0.0952,0.0952,ratio,"ratio(get_value(accounts_receivable_net, 2022), get_value(total_revenue, 2022))",accounts_receivable_net(2022) / total_revenue(2022) = 7749.0 / 81389.0 = 0.0952,accounts_receivable_net|total_revenue,2022
QA-00538,Quantum Bridge Holdings,QBH,Financial Services,2,ratio,,"For every dollar of cost of goods sold, how much inventories did Quantum Bridge Holdings have in 2024?",0.0991,0.0991,ratio,"ratio(get_value(inventories, 2024), get_value(cost_of_goods_sold, 2024))",inventories(2024) / cost_of_goods_sold(2024) = 1190.0 / 12005.0 = 0.0991,inventories|cost_of_goods_sold,2024
QA-00539,Quantum Bridge Holdings,QBH,Financial Services,2,ratio,,What percentage of total assets was cash and cash equivalents in 2022?,0.0813,0.0813,ratio,"ratio(get_value(cash_and_equivalents, 2022), get_value(total_assets, 2022))",cash_and_equivalents(2022) / total_assets(2022) = 9469.0 / 116410.0 = 0.0813,cash_and_equivalents|total_assets,2022
QA-00540,Quantum Bridge Holdings,QBH,Financial Services,2,ratio,,"What was selling, general and administrative expense as a proportion of total revenue in 2024?",0.2216,0.2216,ratio,"ratio(get_value(selling_general_admin, 2024), get_value(total_revenue, 2024))",selling_general_admin(2024) / total_revenue(2024) = 17649.0 / 79648.0 = 0.2216,selling_general_admin|total_revenue,2024
QA-00541,Quantum Bridge Holdings,QBH,Financial Services,3,efficiency,rd_to_revenue,What percentage of revenue was spent on R&D in 2022?,0.0207,0.0207,ratio,"ratio(get_value(research_and_development, 2022), get_value(total_revenue, 2022))",rd_to_revenue(2022) = 0.0207,research_and_development|total_revenue,2022
QA-00542,Quantum Bridge Holdings,QBH,Financial Services,3,profitability,operating_margin,What was the operating profit margin in 2024?,0.561,0.5610,ratio,"ratio(get_value(operating_income, 2024), get_value(total_revenue, 2024))",operating_margin(2024) = 0.561,operating_income|total_revenue,2024
QA-00543,Quantum Bridge Holdings,QBH,Financial Services,3,efficiency,capex_to_revenue,What was capital expenditure as a percentage of revenue in 2022?,0.0194,0.0194,ratio,"ratio(get_value(capital_expenditures, 2022), get_value(total_revenue, 2022))",capex_to_revenue(2022) = 0.0194,capital_expenditures|total_revenue,2022
QA-00544,Quantum Bridge Holdings,QBH,Financial Services,3,liquidity,working_capital,How much net working capital did Quantum Bridge Holdings have in 2024?,-2698.0,-2698.0000,ratio,"diff(get_value(total_current_assets, 2024), get_value(total_current_liabilities, 2024))",working_capital(2024) = -2698.0,total_current_assets|total_current_liabilities,2024
QA-00545,Quantum Bridge Holdings,QBH,Financial Services,3,liquidity,quick_ratio,"Excluding inventory, what was Quantum Bridge Holdings's liquidity ratio in 2024?",0.8231,0.8231,ratio,"ratio(diff(get_value(total_current_assets, 2024), get_value(inventories, 2024)), get_value(total_current_liabilities, 2024))",quick_ratio(2024) = 0.8231,total_current_assets|inventories|total_current_liabilities,2024
QA-00546,Quantum Bridge Holdings,QBH,Financial Services,3,cash_flow,free_cash_flow,How much cash was left after capital expenditures in 2023?,24772.0,24772.0000,ratio,"diff(get_value(cash_from_operations, 2023), get_value(capital_expenditures, 2023))",free_cash_flow(2023) = 24772.0,cash_from_operations|capital_expenditures,2023
QA-00547,Quantum Bridge Holdings,QBH,Financial Services,3,leverage,interest_coverage,How many times could Quantum Bridge Holdings cover its interest expense with operating income in 2023?,34.5106,34.5106,ratio,"ratio(get_value(operating_income, 2023), get_value(interest_expense, 2023))",interest_coverage(2023) = 34.5106,operating_income|interest_expense,2023
QA-00548,Quantum Bridge Holdings,QBH,Financial Services,3,leverage,debt_to_equity,"For every dollar of equity, how much debt did Quantum Bridge Holdings carry in 2022?",3.4428,3.4428,ratio,"ratio(get_value(total_liabilities, 2022), get_value(total_stockholders_equity, 2022))",debt_to_equity(2022) = 3.4428,total_liabilities|total_stockholders_equity,2022
QA-00549,Quantum Bridge Holdings,QBH,Financial Services,3,profitability,effective_tax_rate,What was the effective tax rate in 2022?,0.2491,0.2491,ratio,"ratio(get_value(income_tax_expense, 2022), get_value(income_before_tax, 2022))",effective_tax_rate(2022) = 0.2491,income_tax_expense|income_before_tax,2022
QA-00550,Quantum Bridge Holdings,QBH,Financial Services,3,profitability,gross_margin,What was the gross profit margin in 2023?,0.7109,0.7109,ratio,"ratio(get_value(gross_profit, 2023), get_value(total_revenue, 2023))",gross_margin(2023) = 0.7109,gross_profit|total_revenue,2023
QA-00551,Quantum Bridge Holdings,QBH,Financial Services,4,profitability,change_in_operating_margin,How did the operating margin change from 2023 to 2024?,0.1793,0.1793,ratio_change,"diff(operating_margin(2024), operating_margin(2023))",operating_margin(2024) - operating_margin(2023) = 0.561 - 0.3817 = 0.1793,operating_income|total_revenue,2023|2024
QA-00552,Quantum Bridge Holdings,QBH,Financial Services,4,profitability,change_in_net_profit_margin,What was the change in Quantum Bridge Holdings's net profit margin between 2023 and 2024?,0.1549,0.1549,ratio_change,"diff(net_profit_margin(2024), net_profit_margin(2023))",net_profit_margin(2024) - net_profit_margin(2023) = 0.4364 - 0.2815 = 0.1549,net_income|total_revenue,2023|2024
QA-00553,Quantum Bridge Holdings,QBH,Financial Services,4,liquidity,change_in_current_ratio,How did the current ratio change from 2023 to 2024?,-0.6121,-0.6121,ratio_change,"diff(current_ratio(2024), current_ratio(2023))",current_ratio(2024) - current_ratio(2023) = 0.8772 - 1.4894 = -0.6121,total_current_assets|total_current_liabilities,2023|2024
QA-00554,Quantum Bridge Holdings,QBH,Financial Services,4,leverage,change_in_debt_to_equity,By how much did the debt to equity change from fiscal year 2023 to 2024?,-1.0826,-1.0826,ratio_change,"diff(debt_to_equity(2024), debt_to_equity(2023))",debt_to_equity(2024) - debt_to_equity(2023) = 2.7121 - 3.7947 = -1.0826,total_liabilities|total_stockholders_equity,2023|2024
QA-00555,Quantum Bridge Holdings,QBH,Financial Services,4,growth,equity_growth,What was the growth rate in Quantum Bridge Holdings's book value?,-29.17,-29.17%,percentage,"pct_change(total_stockholders_equity, 2023, 2024)",(total_stockholders_equity(2024) - total_stockholders_equity(2023)) / |total_stockholders_equity(2023)| * 100 = (21695.0 - 30630.0) / 30630.0 * 100 = -29.17%,total_stockholders_equity,2023|2024
QA-00556,Quantum Bridge Holdings,QBH,Financial Services,4,growth,asset_growth,By what percentage did total assets grow from 2023 to 2024?,-45.16,-45.16%,percentage,"pct_change(total_assets, 2023, 2024)",(total_assets(2024) - total_assets(2023)) / |total_assets(2023)| * 100 = (80535.0 - 146863.0) / 146863.0 * 100 = -45.16%,total_assets,2023|2024
QA-00557,Quantum Bridge Holdings,QBH,Financial Services,4,growth,revenue_growth,By what percentage did Quantum Bridge Holdings's revenue change from 2023 to 2024?,-2.01,-2.01%,percentage,"pct_change(total_revenue, 2023, 2024)",(total_revenue(2024) - total_revenue(2023)) / |total_revenue(2023)| * 100 = (79648.0 - 81278.0) / 81278.0 * 100 = -2.01%,total_revenue,2023|2024
QA-00558,Quantum Bridge Holdings,QBH,Financial Services,5,leverage,did_debt_to_equity_improve,"Did the debt to equity get better from 2023 to 2024, and by how much?",True,Yes,boolean,"compare_gt(debt_to_equity(2024), debt_to_equity(2023))","debt_to_equity(2023)=3.7947, debt_to_equity(2024)=2.7121, improved=True, change=-1.0826",total_liabilities|total_stockholders_equity,2023|2024
QA-00559,Quantum Bridge Holdings,QBH,Financial Services,5,liquidity,did_current_ratio_improve,Did Quantum Bridge Holdings's current ratio improve from 2023 to 2024?,False,No,boolean,"compare_gt(current_ratio(2024), current_ratio(2023))","current_ratio(2023)=1.4894, current_ratio(2024)=0.8772, improved=False, change=-0.6121",total_current_assets|total_current_liabilities,2023|2024
QA-00560,Quantum Bridge Holdings,QBH,Financial Services,5,cash_flow,change_in_fcf_margin,How did Quantum Bridge Holdings's free cash flow margin change from 2023 to 2024?,0.1823,0.1823,ratio_change,"diff(ratio(diff(cash_from_operations, capital_expenditures), total_revenue, 2024), ratio(diff(cash_from_operations, capital_expenditures), total_revenue, 2023))",FCF_margin(2024) - FCF_margin(2023) = 0.4871 - 0.3048 = 0.1823,cash_from_operations|capital_expenditures|total_revenue,2023|2024
QA-00561,Zenith Communications,ZC,Industrial / Manufacturing,1,lookup,,What was the long-term investments in 2022?,2946.0,"$2,946 million",monetary,"get_value(long_term_investments, 2022)",long_term_investments(2022) = 2946.0,long_term_investments,2022
QA-00562,Zenith Communications,ZC,Industrial / Manufacturing,1,lookup,,What was the common stock in 2022?,25.0,$25.00 million,monetary,"get_value(common_stock, 2022)",common_stock(2022) = 25.0,common_stock,2022
QA-00563,Zenith Communications,ZC,Industrial / Manufacturing,1,lookup,,What was the total assets in 2021?,141152.0,"$141,152 million",monetary,"get_value(total_assets, 2021)",total_assets(2021) = 141152.0,total_assets,2021
QA-00564,Zenith Communications,ZC,Industrial / Manufacturing,1,lookup,,What was Zenith Communications's diluted shares outstanding as of 2022?,7757,"$7,757 million",monetary,"get_value(shares_diluted, 2022)",shares_diluted(2022) = 7757,shares_diluted,2022
QA-00565,Zenith Communications,ZC,Industrial / Manufacturing,1,lookup,,"What was the selling, general and administrative expense in 2020?",11012.0,"$11,012 million",monetary,"get_value(selling_general_admin, 2020)",selling_general_admin(2020) = 11012.0,selling_general_admin,2020
QA-00566,Zenith Communications,ZC,Industrial / Manufacturing,1,lookup,,What was Zenith Communications's total revenue as of 2021?,132779.0,"$132,779 million",monetary,"get_value(total_revenue, 2021)",total_revenue(2021) = 132779.0,total_revenue,2021
